1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,1,4,0,0,0,0,0,0,3,1,4,0,0,0
8,4,12,0,0,0,0,0,0,8,4,12,0,0,0
14,10,24,0,0,0,0,0,0,14,10,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0,1,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2,3,5,0,0,0,0,0,0,2,3,5,0,0,0
10,8,18,0,0,0,0,0,0,9,8,17,1,0,1
4,2,6,0,0,0,0,0,0,4,2,6,0,0,0
7,6,13,0,0,0,0,0,0,6,6,12,1,0,1
0,3,3,0,0,0,0,0,0,0,3,3,0,0,0
0,3,3,0,0,0,0,0,0,0,3,3,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
26,11,37,0,0,0,0,0,0,25,11,36,1,0,1
4,11,15,0,0,0,0,0,0,4,11,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,0,0,0,0,0,0,0,4,4,0,0,0
2,1,3,0,0,0,0,0,0,2,1,3,0,0,0
3,1,4,0,0,0,0,0,0,3,1,4,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,2,2,0,0,0,0,0,0,0,2,2,0,0,0
2,7,9,0,0,0,0,0,0,2,6,8,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,0,0,0,0,0,0,3,2,5,0,0,0
3,1,4,0,0,0,0,0,0,3,1,4,0,0,0
2,2,4,0,0,0,0,0,0,2,2,4,0,0,0
3,2,5,0,0,0,0,0,0,3,2,5,0,0,0
2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
0,3,3,0,0,0,0,0,0,0,3,3,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4,2,6,0,0,0,0,0,0,4,2,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0,1,2,3,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
30,20,50,0,0,0,0,0,0,28,17,45,2,3,5
0,3,3,0,0,0,0,0,0,0,3,3,0,0,0
4,4,8,0,0,0,0,0,0,4,4,8,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,0,0,0,0,0,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4,3,7,0,0,0,0,0,0,4,3,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,0,0,0,0,0,0,3,3,6,0,0,0
2,4,6,0,0,0,0,0,0,1,4,5,1,0,1
17,15,32,0,0,0,0,0,0,15,13,28,2,2,4
2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
7,4,11,0,0,0,0,0,0,6,4,10,1,0,1
22,11,33,0,0,0,0,0,0,20,11,31,2,0,2
5,8,13,0,0,0,0,0,0,5,7,12,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4,0,0,0,0,0,0,3,1,4,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,0,0,0,0,0,0,1,1,2,1,0,1
2,3,5,0,0,0,0,0,0,2,3,5,0,0,0
7,9,16,0,0,0,0,0,0,7,9,16,0,0,0
3,4,7,0,0,0,0,0,0,3,4,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,0,0,0,0,0,0,2,1,3,0,0,0
8,4,12,0,0,0,0,0,0,8,4,12,0,0,0
0,2,2,0,0,0,0,0,0,0,2,2,0,0,0
0,66,66,0,0,0,0,0,0,0,54,54,0,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,7,0,0,0,0,0,0,6,1,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,0,0,0,0,0,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,6,6,0,0,0,0,0,0,0,6,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,12,0,0,0,0,0,0,2,10,12,0,0,0
4,7,11,0,0,0,0,0,0,3,7,10,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,0,0,0,0,0,2,2,0,0,0
1,4,5,0,0,0,0,0,0,1,4,5,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,14,0,0,0,0,0,0,4,6,10,2,2,4
1,3,4,0,0,0,0,0,0,1,1,2,0,2,2
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
